client_id,path,sentence_id,sentence,sentence_domain,up_votes,down_votes,age,gender,accents,variant,locale,segment,prediction,individual_wer
16f7e06e5fdc4d18cb8eeea0e4eb8aa7c67711314281ac948a6be88b5ef3cbdd235110389cacf258d3bc50d8a21e9d8a3af7a5de66cb5c57403a828e2379dd0e,common_voice_az_42351935.mp3,03520b1858bee8d90ee3624d32fff43ab0865c7ff3f9cfffa114c0e9dc7264b0,Sakinlər tarixi abidələrə çox həssaslıqla yanaşırlar.,,2,0,,,,,az,,təkindər tərqa abidə nərə çoxa sığzaya nəşəl.,1.1666666666666667
16f7e06e5fdc4d18cb8eeea0e4eb8aa7c67711314281ac948a6be88b5ef3cbdd235110389cacf258d3bc50d8a21e9d8a3af7a5de66cb5c57403a828e2379dd0e,common_voice_az_42351936.mp3,025c58c0bb0f63cf54e15df678197680c4b210576e063008ab27bc975f9db6d8,Rusiyaya qayıtdıqdan sonra teatr və kino sahəsində çalışmışdır.,,2,0,,,,,az,,lış yə qaytıktan sonra tiyat ırvəkin olsların ısnaçı varmışdır.,1.0
7f4dbd32b785e51dd1eae60633c735b9b9cccb9c8b1b9619bb99c4e4f3ef4913363b46966429a575e4eb9d35c083464a7b06be1ff56d686dd2a992235e0d4356,common_voice_az_37445600.mp3,006686998c096a95fd4ab866000cc29a1e771796ba106ab851cac13d59df9c34,Papanın xahişini qəbul edən Attila geri döndü.,,2,0,,,,,az,,abanın hışting qəyabıldən atil la diri döndü.,0.8571428571428571
7f4dbd32b785e51dd1eae60633c735b9b9cccb9c8b1b9619bb99c4e4f3ef4913363b46966429a575e4eb9d35c083464a7b06be1ff56d686dd2a992235e0d4356,common_voice_az_37445601.mp3,01ffccd2e97626e7e7f3881f6ca3cf54738fe1490330741852c725d6305742ef,İdman həyatı başa çatdıqdan sonra Torpe ailəsini saxlamaq üçün çalışmışdır.,,2,0,,,,,az,,"idmən həyətə parı çətək dansumrə, torpə, ailesini səməməməm üçün, çalışmışdır.",0.9
864e496ec7e729fa4faab282c29ff28af79996d0d79dfaf352bfa0d0c1b92824fdca3c963e7c5524bf2cdb9493ab0503691fc43be18a3fae9b13f9c44319cfa5,common_voice_az_30651706.mp3,0039fea38ee57dcbab3a9a1dea2173fbd29d73a5d585fd49f3dfa4e79a1a0ec2,Jurnalistlər hekayələrinin əyləncəli hala gəlməsinə səbəb olan müəyyən bir məsələdə faktlar ata bilərlər.,,2,0,,,,,az,,rüzünalistər hikayallerinin eləncəllə halagəl məsinsəbək olan məyəm bir məsəllədə fakta rətəb lərlər.,0.8461538461538461
864e496ec7e729fa4faab282c29ff28af79996d0d79dfaf352bfa0d0c1b92824fdca3c963e7c5524bf2cdb9493ab0503691fc43be18a3fae9b13f9c44319cfa5,common_voice_az_30651707.mp3,01906741893ae80d7dc4905b858d86ae2a386d25b0005519e95477e68a0469e2,Onu Ran Min adlı qardaşlığı öldürmüşdü.,,2,0,,,,,az,,onurrağın min adı qardaşılığı öldürmüştü.,0.8333333333333334
c92feeeea5101fc79ef7d4e7a2e5b978ea7c8f4cc72cbe07e60261724c6a9ba9eccd1b9f4217e5ab792d31fafb6fe5a4defd4390a79aa3b53acd65d4b206a275,common_voice_az_26658645.mp3,015bb3a926d1a857f0da69ac1344309ec0d90cdb43049de25d4cf5de34fafbaa,Yarada iki əsas dəyişiklik baş verir.,,2,1,,,,,az,,yaran da ıçı səste eşitlik parşverir,1.0
c92feeeea5101fc79ef7d4e7a2e5b978ea7c8f4cc72cbe07e60261724c6a9ba9eccd1b9f4217e5ab792d31fafb6fe5a4defd4390a79aa3b53acd65d4b206a275,common_voice_az_26658646.mp3,0143a385ea7f54afcc9fa3e76b3e95aa1c48eb878d13442a96f09759b0ce121d,Komsomol gölü yaxınlığında yerləşən mərkəzdən kifayət qədər aralıda yerləşir.,,2,1,,,,,az,,kəmçamu düliyo hundu onlayı də şən mərqəz dən fəyət gədər ədollayı dəşir.,1.3333333333333333
d15e975e7096c6ecbb2962c67ac1c0c3a4b1e8c85671d1e91e41ceeaefe2a1d3ffc461320e7afd7db1087dad5cac78431bddb532e414de3fd45b49073c68feb8,common_voice_az_36638179.mp3,0052f5678f42d34be48be1f03fb80455c9d3f0a10573e7e459f4e72d4a4b2bc2,Film iki seriyadan ibarətdir.,,2,0,,,,,az,,firm ıçı seriyadan vardır.,0.75
d15e975e7096c6ecbb2962c67ac1c0c3a4b1e8c85671d1e91e41ceeaefe2a1d3ffc461320e7afd7db1087dad5cac78431bddb532e414de3fd45b49073c68feb8,common_voice_az_36638181.mp3,000137e9347a4f0f15906ab720a9384a24925358a6622b33ceb7ce20bbc6194d,Bunun səbəbləri müxtəlifdir.,,2,0,,,,,az,,bunun savurları mutləlifdir.,0.6666666666666666
6ca0e6e5389ea98c34e4b09530706fa883e33ae4f2226b229342475c373691fc0881d1776b945f6e1f9d007eea54dde1ee4ac2a12d742458e75e9bb4997ca85c,common_voice_az_38555101.mp3,01a9f05e18dfe1014ac83fdb91f2fa82741812d1e0aa8e40e550d35bb9a23bb8,Bəyazid taxta keçdikdən sonra İshaq Paşanı yenidən sədrəzəm seçdi.,,2,0,,,,,az,,"bəyazıydı, taqda çistikten sonra, hesak paşanı, yəni dənsə dəzəm cətstə.",1.1111111111111112
6ca0e6e5389ea98c34e4b09530706fa883e33ae4f2226b229342475c373691fc0881d1776b945f6e1f9d007eea54dde1ee4ac2a12d742458e75e9bb4997ca85c,common_voice_az_38555102.mp3,02019386f46e0898b6b507e3b927405f670741da6c86d9bfda87167d0ce7a0dc,Salar təxəllüsü ilə ruh aləminə uyğun şeirlər yazırdı.,,2,0,,,,,az,,sallar təkəl yusəyilə ruhu aləminə əyubun şəyirləri yazdırdı.,0.875
6ca0e6e5389ea98c34e4b09530706fa883e33ae4f2226b229342475c373691fc0881d1776b945f6e1f9d007eea54dde1ee4ac2a12d742458e75e9bb4997ca85c,common_voice_az_38555103.mp3,003a0ff18e749f09036b9b60bbce25f51406e21f3042b1dcc8628dc1c28248f1,Cavabında kazaklar narazı şəxsləri quyuya ataraq öldürdülər.,,2,0,,,,,az,,zavavında qazaklar narazı fəsləri qiyyətərək öldürdüler.,0.8571428571428571
6ca0e6e5389ea98c34e4b09530706fa883e33ae4f2226b229342475c373691fc0881d1776b945f6e1f9d007eea54dde1ee4ac2a12d742458e75e9bb4997ca85c,common_voice_az_38555104.mp3,003cf00463562eaab70c872a738ce8a5fdf3e1a43bc7e645233a301f671ffd10,Netflix nədir?,,2,0,,,,,az,,nətlik sınadır.,1.0
6cd8994c6d82b791ea9653b101fd27d8735afb1ea8300a0ec3c9531ae89fa8912807862ec7b75aeb49d72866c39fa9c0981c91ac9ed41b47c42ede4f804e09cd,common_voice_az_38206777.mp3,02133a5260351607e1b835f09481f7b31e123cb7484ef32197e1de9afcbfee34,Müsabiqədən sonra onu artıq hamı tanımağa başlayır.,,2,0,,,,,az,,müsaade bir gədən sonra onu artık hamı tanınləpa başlayır.,0.7142857142857143
6cd8994c6d82b791ea9653b101fd27d8735afb1ea8300a0ec3c9531ae89fa8912807862ec7b75aeb49d72866c39fa9c0981c91ac9ed41b47c42ede4f804e09cd,common_voice_az_38206778.mp3,018d88ce8098fc26687663e53b7144efaf5baa4c71d66b0318abf8afd5d1ef89,İnsanlar və heyvanların bitkilərlə zəhərlənməsi müxtəlif səbəblərdən baş verə bilər.,,2,0,,,,,az,,"i̇nsanlar və hayvanların bilkilələzə hərləm məsi, müxtəlif səyəblərdən başvərəblər.",0.8
6cd8994c6d82b791ea9653b101fd27d8735afb1ea8300a0ec3c9531ae89fa8912807862ec7b75aeb49d72866c39fa9c0981c91ac9ed41b47c42ede4f804e09cd,common_voice_az_38206779.mp3,01996dcef0532170139f5808cde635d57fdc8535f2f17b432663ac96eeebb0bf,Həmin il Yaponiya Misirin müstəqilliyini tanımışdır.,,2,0,,,,,az,,həmin irli yaxan yamisirin müstəkirliğini tanımışdır.,0.6666666666666666
6cd8994c6d82b791ea9653b101fd27d8735afb1ea8300a0ec3c9531ae89fa8912807862ec7b75aeb49d72866c39fa9c0981c91ac9ed41b47c42ede4f804e09cd,common_voice_az_38206780.mp3,021e2b94a499a1bf0d6ae24b359fcaeebec3d10bd119d7629ef2914e45ce0cb2,Beş uşaq atası idi.,,2,0,,,,,az,,peş frakatasıydı.,1.0
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1,common_voice_az_27426027.mp3,00d55657dc02962b7e56909cf97795d59cfffe5a49214cb2496b23cd01d53841,Film Türkiyə yazıçısı Nazim Hikmətin eyniadlı əsərinin motivləri əsasında yaradılmışdır.,,2,1,,,,,az,,filim tücrə yazıcısın ağzın peçmətin yəyini atlə əsərinin matigləri əsasında yər adılmışdır.,1.0
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1,common_voice_az_27426028.mp3,007e558a7d531e2e5741315b130be4a3aa898aabf61614e426335f8e59398cc9,Yuxarı axarlarda bataqlaşmış ərazidən axır və suyu dayaz olur.,,2,0,,,,,az,,"yuharı aharlar də pateqlaşmış, arazdən ahar və suyu də yaz olur.",0.8888888888888888
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1,common_voice_az_27426029.mp3,0063e3019dbbebf1ce746534764a5f499f2685e529baf8b40be2133d00cdb240,Ölkə ərazisindən axan Niger çayının adı ilə adlanır.,,2,0,,,,,az,,ölçər əzsində ahan nicət sayünün adilə adlanır.,0.875
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1,common_voice_az_27426031.mp3,0128eb1ece8f7cbc2a0c96a231938807a1da6180a0f4cf53f029449d19ee3b0f,Elə orta məktəbi də həmin kənddə bitirib.,,2,0,,,,,az,,elə orta məşdə bir də həmin çəftə bitirub.,0.5714285714285714
e93f7869eef2592691908b9e12848d766fbfe6fa646e28d4bad142e3de5cd40cd8e227f3e3096cbe50b7d13d3f9fc93d3bd1d72ba5f8776d4111f1b3a8eeb1b2,common_voice_az_40603073.mp3,01fbab8ef08c2a1faf2143cf4cce008f8844cc88647c9c523c77f7bbac1563b6,Daha sonra həmin məktəbin direktoru olur.,,2,0,teens,,,,az,,daha sonra həmin məçtəbindirekturalıdır.,0.5
e93f7869eef2592691908b9e12848d766fbfe6fa646e28d4bad142e3de5cd40cd8e227f3e3096cbe50b7d13d3f9fc93d3bd1d72ba5f8776d4111f1b3a8eeb1b2,common_voice_az_40603074.mp3,0023cfca02f10eeabd36e9e0dcd4a6e42b50cb14e0de2a879346ca9986b86be1,Atası qızına mükəmməl təhsil vermək arzusunda idi.,,2,0,teens,,,,az,,atasını gızından mükəm bir təhsil bir mək arıyorsun dəydə.,1.1428571428571428
e93f7869eef2592691908b9e12848d766fbfe6fa646e28d4bad142e3de5cd40cd8e227f3e3096cbe50b7d13d3f9fc93d3bd1d72ba5f8776d4111f1b3a8eeb1b2,common_voice_az_40603076.mp3,0158d69d6e4574324564ff81a2c3e031b5e6f89f1a7d6d95b228464e41326393,Turizm qoruq ətrafındakı bütün ərazilərin inkişafının əsas sahəsidir.,,2,0,teens,,,,az,,"turizm koruk ətrafımda çət bütün hər hazırlər, inçişafının əsas səhəsidir.",0.875
e93f7869eef2592691908b9e12848d766fbfe6fa646e28d4bad142e3de5cd40cd8e227f3e3096cbe50b7d13d3f9fc93d3bd1d72ba5f8776d4111f1b3a8eeb1b2,common_voice_az_40603077.mp3,01eaa2a73fcc7255b75163e04b3946869db51f77609b1a51f26a0fc035aaaa6a,Hər yeddi ildən bir keçirilir.,,2,0,teens,,,,az,,hər yətti indən bir cəsirilir.,0.6
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba,common_voice_az_30416717.mp3,0176793923113545146217e18b25686bf0831c035e2d7792b2e24859f14433a1,Qrup artıq fəaliyyətini dayandırmışdır.,,2,0,,,,,az,,kuru partək fəyəliyətində yandırmışdır.,1.0
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba,common_voice_az_30416718.mp3,00ad277a6e5d0f53cc784ea70df0a7877465f43abb63ec9115eb6047ce639932,İyunun əvvəlində çiçəkləyir.,,2,0,,,,,az,,yılın əvvəlində cəhləyiz.,0.6666666666666666
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba,common_voice_az_30416719.mp3,00d07c8f7c55b24d76d2fc909746b6b98f0818f1fa7196c3ff6ee079a11a0248,Bundan sonra isə körpü bərpa edilməmişdir.,,2,0,,,,,az,,bundan sonra ise çörpı barpa edilmemiştir.,0.6666666666666666
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba,common_voice_az_30416720.mp3,002b9778b3ab97e5991962226705c943baa393f6b15adf59fe6131a8c3a4c58d,Dinozavrlar arasında ən uzun boyuna malik imiş.,,2,0,,,,,az,,"i̇nazavırlığı arasında, en azın boyuna maalicim iş.",0.8571428571428571
091ce3ffbeec8d16680a5eadc7ca32da05a153896b5e245e0920137335976ee4d1cdf53d0cbee978357b7c86e5fadddafd78bc81393e225369d11346940dd2ba,common_voice_az_30416721.mp3,006c31043d5eb1dc64852003f2d3c96cbd1f03323c099cc3c338a3b8eb561336,Qurultayda Azərbaycanın bütün bölgələrini və tədris müəssisələrini təmsil edən nümayəndələr iştirak edirdilər.,,2,0,,,,,az,,gurul tayda zərvazanın bütün bölçilerini və tədiriz məsiləni təmsiləni məndəraşıra çidirdirdirdir.,0.9166666666666666
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259,common_voice_az_40474176.mp3,004273b75f85b44f840f51b44cd0938f8c062d4d4d941e6b24fee89f0097abc6,Ölkə müsabiqədə iştirak etdiyi illər ərzində heç vaxt qalib olmamışdır.,,2,0,,,,,az,,öküm səb gədə şirəq ettiyirlərəsində həcvah qalibu olmamışdır.,0.9
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259,common_voice_az_40474177.mp3,005935bb2a6aeb59cecff25e53cc572caa8833393b2a458c74408ff590e1b724,Ortada qalan meydançanın iki tərəfini tağlar və onların arxasında yerləşən otaqlar təşkil edir.,,2,0,,,,,az,,orta də kalan məydən çanın iki tərəfini tahlarla onların arasında yerine şan ataklar təşkimidir.,0.9230769230769231
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259,common_voice_az_40474178.mp3,019161752db73241131d0d78426d2c00800b1e931a30eb1b4c1039acdf86808e,Dəmirçilər Tərtər rayonunun eyniadlı inzibati ərazi vahidində kənd.,,2,0,,,,,az,,"dəmüç şilər tərtən rayonunun elini aldı, inzubatər əsibah edində kəndi.",1.125
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259,common_voice_az_40474179.mp3,012dcd63b6d7fb3c600ea81e5b8149891d09fa7dc59486fbb8d2cc35724522a5,Mağaraların girəcəyində aşkar edilmiş mədəni təbəqə qalıqları onların qədim insan məskənləri olduğunu göstərir.,,2,0,,,,,az,,maharaların gireciyində aşkəredin müşmədəni təbəkə kalırları onların qədün insan məsqənərulduğunu göstərir.,0.7692307692307693
14f13980dfdb1232682f097113f41f8f9d17923701d6ec096cfefda29dc3c6f97afda1eb17a93009654df576460d1f337e680e46216b8f739fa7120ece108259,common_voice_az_40474180.mp3,008e448b1efed96ccca298288652f7c39430168bbbe9ca4d68b93a47f7bcdad3,İlk işi Şabran şəhərini ələ keçirmək oldu.,,2,0,,,,,az,,i̇lik şişabran şərin eləkəcirim həkaldı.,1.0
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7,common_voice_az_29987070.mp3,006ce831fc290ac2a6b5d883d3d45ff1684a33bf136c1c92e35b3187521e7e0d,Əli Amir uşaq yaşlarında ailəsi ilə birlikdə İsrailə köç edib.,,2,0,twenties,male_masculine,,,az,,"elə amir, uşaq yaşlarında, ayləsi ilə, birlikdə israyla köç edip.",0.7
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7,common_voice_az_29987078.mp3,00dc01adde8d8a8b53935ccda2833688771c21442aa5571383e797b9bbbb2406,Kanalda İngilis və İspan dillərdə proqramlar nümayiş olunur.,,2,1,twenties,male_masculine,,,az,,"kanalda, i̇ngiliz, və i̇spandillər də programlər numayaş olunur.",0.75
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7,common_voice_az_29987089.mp3,00587e3616ae2389d18e04b4ab6b4c2773d5c107d878bd5d41f8471518d4ddd9,Təhsilini davam etdirmək istəsə də mümkün olmayıb.,,2,1,twenties,male_masculine,,,az,,təxilinə qavam etdirməç stəsətə mümkün olməyib.,0.8571428571428571
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7,common_voice_az_29987092.mp3,0121773cc8f97edde9fbac6decc3c3500837d538132a9d3f504cc8f3e4610fe6,Cənubi Koreyada.,,2,0,twenties,male_masculine,,,az,,cannubi körəyədə.,1.0
